Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,10.30,1.26 Ar,+3.00%,+0.59%,+5.64%,+12.20%,+22.53%,+47.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,901.00,5.41 Ar,-7.59%,-16.43%,+14.05%,+6.93%,-20.81%,+577.40%,4.00,225.37,8.40,"36,002.16","8,444.74",+326.33%,"22,686.11","2,204.74",+928.97%,"11,993.52","-3,386.73",-454.13%,4.00,-2.26,-277.07%,107.32,104.76,+2.44%,"7,83,566.24","7,74,072.59",+1.23%,"1,39,665.47","1,45,501.65",-4.01%,"6,00,000.00","6,00,000.00",0.00%,"43,900.78","28,570.93",+53.66%
KEF,Kumari Equity Fund,Mutual Fund,9.38,93.80 Cr,+0.86%,+0.11%,+1.41%,+4.22%,+17.44%,+32.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,320.00,2.98 Ar,+7.02%,+27.14%,+43.18%,+33.00%,+33.06%,+197.67%,-1.49,-214.94,3.59,"63,599.87","18,221.30",+249.04%,"63,599.87","18,221.30",+249.04%,"-6,933.36","-18,914.90",-63.34%,-1.49,-8.54,-82.58%,89.12,81.39,+9.50%,"15,05,495.88","15,15,350.83",-0.65%,"6,75,425.40","7,94,681.64",-15.01%,"9,31,428.60","8,85,493.70",+5.19%,"-1,01,358.12","-1,64,824.51",-38.51%
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,917.00,3.74 Ar,-0.84%,-1.93%,-3.47%,+1.22%,-13.51%,+15.15%,26.09,35.15,5.57,"3,55,965.72","1,81,527.39",+96.09%,"2,17,670.78","1,08,785.81",+100.09%,"58,499.44","20,340.04",+187.61%,26.09,19.96,+30.73%,164.70,191.51,-14.00%,"53,76,707.74","51,50,735.49",+4.39%,"46,38,105.18","43,69,977.46",+6.14%,"4,48,461.54","4,07,692.31",+10.00%,"2,90,141.03","3,73,065.72",-22.23%
KPCL,Kalika Power Company,Hydro Power,535.00,5.00 Ar,+1.90%,-1.56%,+3.88%,+4.15%,-2.91%,+251.66%,15.02,35.61,4.71,"1,21,141.16","69,362.65",+74.65%,"1,06,419.94","61,338.99",+73.49%,"75,060.36","45,292.29",+65.72%,15.02,19.40,-22.56%,113.65,118.33,-3.95%,"11,91,877.45","11,57,020.26",+3.01%,"56,131.06","51,886.28",+8.18%,"9,99,325.97","9,33,949.50",+7.00%,"1,36,420.43","1,71,184.48",-20.31%
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,456.90,16.04 Ar,+1.31%,-1.10%,+0.68%,+9.31%,+11.68%,+117.01%,20.43,22.36,2.89,"26,67,977.44","13,93,631.75",+91.44%,"12,11,468.80","6,17,636.61",+96.15%,"3,94,550.57","1,97,584.14",+99.69%,20.43,20.46,-0.16%,158.07,152.32,+3.78%,"7,20,26,358.82","7,16,34,447.02",+0.55%,"6,59,21,852.77","6,57,52,148.65",+0.26%,"38,61,930.82","38,61,930.82",0.00%,"22,42,575.24","20,20,367.55",+11.00%
KSY,Kumari Sabal Yojana,Mutual Fund,9.58,71.35 Cr,0.00%,-0.73%,+5.51%,+8.13%,+18.91%,+4.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,476.90,17.28 Ar,+1.25%,-1.67%,-2.27%,+6.62%,+4.13%,+138.64%,15.75,30.28,2.42,"23,62,215.30","12,04,733.57",+96.08%,"9,47,228.93","4,53,831.23",+108.72%,"2,85,377.31","-3,48,577.71",-181.87%,15.75,-38.48,-140.93%,196.98,186.30,+5.74%,"6,60,64,634.18","6,62,21,689.08",-0.24%,"5,89,26,604.82","5,94,70,858.57",-0.92%,"36,23,678.16","36,23,678.16",0.00%,"35,14,351.20","31,27,152.35",+12.38%
LEC,Liberty Energy Company Limited,Hydro Power,230.50,5.19 Ar,-2.74%,+5.73%,+15.95%,+19.12%,+10.82%,+20.05%,-0.78,-296.78,3.33,"1,43,423.31","1,47,468.27",-2.74%,"1,27,890.71","1,30,438.70",-1.95%,"-8,737.42","-16,389.62",-46.69%,-0.78,-2.91,-73.34%,69.32,69.79,-0.67%,"60,14,545.27","60,50,686.21",-0.60%,"44,54,790.34","44,80,356.94",-0.57%,"22,50,000.00","22,50,000.00",0.00%,"-6,90,245.07","-6,79,670.73",+1.56%
LICN,Life Insurance Nepal,Life Insurance,835.00,45.92 Ar,+0.26%,-2.34%,-2.35%,+0.52%,-16.61%,-12.06%,8.17,102.26,5.74,"1,64,25,345.50","81,39,854.44",+101.79%,"18,68,227.22","9,35,907.52",+99.62%,"2,24,558.98","1,08,370.09",+107.21%,8.17,7.88,+3.61%,174.41,183.32,-4.86%,"15,28,78,447.20","14,93,27,871.10",+2.38%,"14,32,85,915.50","13,92,45,432.60",+2.90%,"55,00,000.00","55,00,000.00",0.00%,"24,94,242.45","30,91,876.79",-19.33%
LLBS,Laxmi Laghubitta Bittiya Sanstha,Microcredit,966.90,4.27 Ar,+0.82%,-3.21%,+1.64%,+5.56%,-12.73%,-14.07%,15.31,63.14,5.15,"4,09,651.54","2,34,496.84",+74.69%,"2,25,629.85","1,40,740.72",+60.32%,"33,815.23","30,909.03",+9.40%,15.31,27.99,-45.30%,187.67,179.47,+4.57%,"68,73,470.83","64,72,377.33",+6.20%,"60,44,619.92","56,79,727.91",+6.42%,"4,41,662.10","4,41,662.10",0.00%,"3,87,188.81","3,50,987.31",+10.31%
LSL,Laxmi Sunrise Bank Limited,Commercial Banks,207.00,50.40 Ar,+0.68%,-0.96%,-3.68%,+4.78%,+5.17%,-1.72%,-2.04,-101.30,1.25,"1,28,20,129.00","67,10,122.00",+91.06%,"52,49,036.00","27,15,176.00",+93.32%,"-2,73,616.00","3,32,330.00",-182.33%,-2.04,5.46,-137.42%,166.23,184.89,-10.09%,"46,23,17,627.00","45,17,20,473.00",+2.35%,"41,77,98,228.00","40,67,05,354.00",+2.73%,"2,67,81,163.00","2,43,46,512.00",+10.00%,"1,77,38,235.00","2,06,68,608.00",-14.18%
LUK,Laxmi Unnati Kosh,Mutual Fund,9.90,64.61 Cr,+0.10%,-1.49%,+2.06%,+8.20%,+20.46%,+73.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,Laxmi Value Fund 2,Mutual Fund,9.64,77.12 Cr,+1.47%,+1.37%,+3.99%,+9.30%,+21.73%,+14.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,Mabilung Energy Limited,Hydro Power,755.00,2.91 Ar,-0.53%,-6.91%,-0.63%,+46.26%,+116.08%,+116.08%,2.33,323.37,7.31,"40,828.41",0.00,0.00%,"33,180.07",0.00,0.00%,"4,504.13","-1,643.19",-374.11%,2.33,-1.70,-237.05%,103.31,103.05,+0.26%,"12,57,038.55","12,87,069.08",-2.33%,"8,58,429.98","8,89,492.71",-3.49%,"3,85,824.00","3,85,824.00",0.00%,"12,784.57","11,752.37",+8.78%
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,558.00,4.24 Ar,+1.82%,+2.16%,+4.51%,+0.76%,-32.59%,+118.82%,21.06,26.50,4.86,"2,51,842.49","1,27,764.24",+97.12%,"2,43,797.47","1,23,511.17",+97.39%,"80,014.74","28,087.22",+184.88%,21.06,14.78,+42.44%,114.85,108.02,+6.33%,"27,77,171.80","27,50,934.88",+0.95%,"19,04,300.15","19,29,990.75",-1.33%,"7,60,000.00","7,60,000.00",0.00%,"1,12,871.66","60,944.13",+85.21%
MANDU,Mandu Hydropower Limited,Hydro Power,830.00,11.32 Ar,+2.22%,-0.60%,+3.75%,+6.00%,-16.08%,+109.18%,26.85,30.91,5.43,"3,96,442.15","1,66,422.80",+138.21%,"3,78,993.47","1,58,554.95",+139.03%,"1,83,087.93","50,257.20",+264.30%,26.85,14.74,+82.15%,152.82,143.08,+6.81%,"54,17,793.83","51,51,189.68",+5.18%,"33,33,847.50","32,00,074.09",+4.18%,"13,63,637.00","13,63,637.00",0.00%,"7,20,309.32","5,87,478.59",+22.61%
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,970.00,6.10 Ar,+0.94%,-3.00%,-1.52%,-1.55%,-24.22%,-18.01%,11.25,86.21,8.09,"6,42,139.79","3,04,835.57",+110.65%,"2,60,090.27","1,05,911.87",+145.57%,"35,349.42","-19,707.92",-279.37%,11.25,-12.55,-189.68%,119.90,185.14,-35.24%,"1,28,31,922.75","1,19,56,991.21",+7.32%,"1,20,78,519.32","1,07,93,664.43",+11.90%,"6,28,357.34","6,28,357.34",0.00%,"1,25,046.09","5,34,969.44",-76.63%
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,313.70,18.82 Ar,+9.99%,+7.87%,+11.72%,+12.72%,-12.37%,+185.18%,2.04,153.72,3.32,"8,10,448.27","1,01,850.91",+695.72%,"7,20,197.73","97,263.89",+640.46%,"61,223.42","16,494.65",+271.17%,2.04,1.10,+85.59%,94.44,93.69,+0.80%,"2,28,17,046.87","2,24,03,747.19",+1.84%,"1,69,50,665.72","1,67,82,094.54",+1.00%,"60,00,000.00","60,00,000.00",0.00%,"-3,33,618.14","-3,78,347.36",-11.82%
MBL,Machhapuchhre Bank,Commercial Banks,229.00,26.61 Ar,+0.84%,+0.88%,+0.57%,+8.94%,+5.91%,+3.68%,16.73,13.69,1.42,"68,52,493.25","34,85,403.83",+96.61%,"29,41,016.74","14,58,948.27",+101.58%,"10,11,173.46","4,17,956.34",+141.93%,16.73,13.83,+20.97%,161.63,154.61,+4.54%,"23,82,05,661.30","22,65,91,698.70",+5.13%,"21,86,70,362.30","20,79,05,078.50",+5.18%,"1,20,86,211.56","1,20,86,211.56",0.00%,"74,49,087.45","66,00,408.61",+12.86%
MBLD2085,10.25% Machhapuchhre Bank Debenture 2085,Bond,"1,130.00",0.00,0.00%,+0.61%,-1.74%,-9.09%,-5.44%,+7.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBLEF,MBL Equity Fund,Mutual Fund,10.09,1.23 Ar,-0.10%,+0.80%,+3.28%,+15.05%,+10.88%,+10.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,Menchhiyam Hydropower Limited,Hydro Power,428.30,2.32 Ar,-1.99%,-5.45%,+2.71%,-10.60%,-37.47%,+67.83%,-33.07,-12.95,28.50,"33,822.74","2,971.49","+1,038.24%","33,822.74","2,971.49","+1,038.24%","-1,79,443.88","-1,83,245.63",-2.07%,-33.07,-45.03,-26.56%,15.03,14.32,+4.89%,"14,90,380.12","14,60,267.31",+2.06%,"14,08,854.73","13,82,543.67",+1.90%,"5,42,583.30","5,42,583.30",0.00%,"-4,61,057.92","-4,64,859.66",-0.82%
MDB,Miteri Development Bank,Development Bank,632.90,7.70 Ar,+0.46%,-0.80%,+4.59%,+12.22%,-12.91%,+184.50%,9.37,67.56,4.65,"3,24,373.28","1,62,255.40",+99.92%,"1,44,603.92","72,962.54",+98.19%,"57,005.63","25,223.27",+126.00%,9.37,8.29,+13.00%,135.98,143.28,-5.09%,"1,01,59,718.58","94,39,374.46",+7.63%,"85,04,692.22","76,95,535.86",+10.51%,"12,17,100.00","12,17,100.00",0.00%,"4,37,926.37","5,26,738.60",-16.86%
MEHL,Manakamana Engineering Hydropower Limited,Hydro Power,453.10,3.62 Ar,+0.02%,+0.69%,+7.07%,+13.28%,-27.53%,+101.38%,4.66,97.20,7.20,"87,325.44","52,665.41",+65.81%,"74,777.31","46,454.16",+60.97%,"18,646.93","19,520.10",-4.47%,4.66,9.76,-52.24%,62.93,66.21,-4.95%,"12,82,458.56","13,35,481.02",-3.97%,"7,79,008.00","8,05,835.97",-3.33%,"8,00,000.00","8,00,000.00",0.00%,"-2,96,549.45","-2,70,354.95",+9.69%
MEL,Modi Energy Limited,Hydro Power,291.00,8.44 Ar,-1.36%,-4.15%,+9.56%,+4.64%,-19.92%,+19.75%,-4.31,-67.56,4.95,"2,20,848.00","1,08,617.00",+103.33%,"1,90,262.00","89,464.00",+112.67%,"-62,453.00","-41,168.00",+51.70%,-4.31,-5.68,-24.15%,58.80,59.79,-1.65%,"54,21,666.00","54,65,380.00",-0.80%,"37,16,404.00","37,31,535.00",-0.41%,"29,00,000.00","29,00,000.00",0.00%,"-11,94,738.00","-11,66,155.00",+2.45%
MEN,Mountain Energy Nepal Limited,Hydro Power,578.29,15.05 Ar,+0.12%,-2.81%,+1.10%,+11.21%,+16.04%,+52.46%,34.67,16.68,4.05,"9,14,447.80","6,13,559.25",+49.04%,"8,03,547.42","5,47,987.83",+46.64%,"5,41,449.55","4,23,496.69",+27.85%,34.67,65.09,-46.73%,142.68,167.78,-14.96%,"74,18,748.90","75,22,892.40",-1.38%,"29,62,587.15","31,56,106.96",-6.13%,"31,23,258.85","26,02,715.71",+20.00%,"13,32,902.91","17,64,069.73",-24.44%
MERO,Mero Microfinance Bittiya Sanstha Ltd.,Microcredit,727.00,10.32 Ar,-1.49%,-3.05%,-0.14%,+4.64%,+7.90%,+3.88%,13.88,52.36,4.67,"9,57,445.50","4,61,600.97",+107.42%,"5,44,543.78","2,42,638.42",+124.43%,"98,512.17","-12,177.48",-908.97%,13.88,-3.43,-504.48%,155.78,157.35,-1.00%,"1,65,36,436.42","1,56,63,657.43",+5.57%,"1,43,25,894.69","1,34,30,892.03",+6.66%,"14,19,000.00","14,19,000.00",0.00%,"7,91,541.73","8,13,765.40",-2.73%
MFIL,Manjushree Financial Institution,Finance,778.90,10.53 Ar,-1.53%,-3.96%,+1.82%,+35.46%,+25.87%,+122.07%,20.03,38.88,4.44,"10,76,525.50","5,51,583.51",+95.17%,"4,53,273.77","2,27,290.02",+99.43%,"1,35,378.53","46,394.87",+191.80%,20.03,13.73,+45.90%,175.29,168.34,+4.13%,"2,73,79,300.22","2,65,51,878.31",+3.12%,"2,50,10,111.18","2,42,76,625.95",+3.02%,"13,51,552.85","13,51,552.85",0.00%,"10,17,636.19","9,23,699.52",+10.17%
MHCL,Molung Hydropower Company Limited,Hydro Power,390.30,3.13 Ar,-0.43%,-1.93%,+1.93%,-0.66%,-37.52%,+151.64%,16.81,23.22,4.41,"1,22,747.96","72,761.20",+68.70%,"1,16,926.80","69,645.88",+67.89%,"67,441.34","40,837.34",+65.15%,16.81,20.36,-17.43%,88.49,85.18,+3.89%,"11,67,900.30","11,78,754.74",-0.92%,"4,57,757.11","4,95,215.67",-7.56%,"8,02,500.00","8,02,500.00",0.00%,"-92,356.82","-1,18,960.93",-22.36%
MHL,Mandakini Hydropower Limited,Hydro Power,521.00,3.37 Ar,+0.77%,-0.89%,+5.04%,+9.16%,-40.03%,+122.81%,11.14,46.75,4.62,"73,109.52","44,884.75",+62.88%,"64,944.65","39,704.70",+63.57%,"36,036.71","24,365.99",+47.90%,11.14,15.07,-26.05%,112.66,111.42,+1.12%,"9,89,986.00","9,59,080.75",+3.22%,"2,61,346.29","2,38,476.80",+9.59%,"6,46,767.00","6,46,767.00",0.00%,"81,872.63","73,836.95",+10.88%
MHNL,Mountain Hydro Nepal Limited,Hydro Power,287.00,3.59 Ar,-1.03%,+3.61%,+18.60%,+19.58%,+3.61%,+26.43%,27.17,10.56,9.38,"1,95,542.31","4,37,120.19",-55.27%,"1,46,850.15","2,33,130.35",-37.01%,"84,906.01","-4,16,064.54",-120.41%,27.17,-33.29,-181.63%,30.59,23.80,+28.55%,"34,38,986.95","33,93,066.53",+1.35%,"30,56,638.59","30,95,624.17",-1.26%,"12,50,000.00","12,50,000.00",0.00%,"-8,67,651.63","-9,52,557.64",-8.91%
MKCL,Muktinath Krishi Company Limited,Trading,"1,370.00",9.59 Ar,+0.15%,-2.00%,-2.22%,-0.22%,-13.70%,+652.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,Maya Khola Hydropower Company Limited,Hydro Power,323.00,3.23 Ar,-0.06%,-3.75%,-4.15%,-11.97%,-43.33%,+10.62%,8.76,36.86,5.00,"2,30,806.00","1,38,026.00",+67.22%,"2,30,806.00","1,38,026.00",+67.22%,"43,818.00","28,418.00",+54.19%,8.76,11.37,-22.90%,64.61,63.17,+2.28%,"31,65,309.00","32,36,472.00",-2.20%,"25,19,226.00","26,04,781.00",-3.28%,"10,00,000.00","10,00,000.00",0.00%,"-3,53,916.00","-3,68,309.00",-3.91%
MKHL,Mai Khola Hydropower Limited,Hydro Power,809.00,3.17 Ar,-0.86%,-6.47%,+1.63%,+5.78%,+14.91%,+168.33%,-3.24,-249.69,8.14,"19,721.02","19,721.02",0.00%,"17,131.80","17,819.75",-3.86%,"-6,352.98","5,483.46",-215.86%,-3.24,5.59,-157.93%,99.34,102.36,-2.95%,"7,17,524.93","6,97,455.46",+2.88%,"3,27,946.97","2,96,041.06",+10.78%,"3,92,156.80","3,92,156.80",0.00%,"-2,578.84","9,257.60",-127.86%
MKJC,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,528.00,1.99 Ar,-0.41%,-4.35%,+1.60%,-4.00%,-11.25%,+189.47%,9.40,56.20,4.97,"61,937.50","32,187.82",+92.43%,"56,555.00","29,325.89",+92.85%,"17,677.96","9,697.10",+82.30%,9.40,10.31,-8.85%,106.21,104.09,+2.04%,"7,96,598.23","8,02,234.06",-0.70%,"3,96,901.73","4,10,518.42",-3.32%,"3,76,319.80","3,76,319.80",0.00%,"23,376.70","15,395.84",+51.84%
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,325.00",2.97 Ar,-0.30%,-1.85%,+0.08%,+3.45%,-12.12%,+55.11%,47.22,28.06,5.92,"2,25,931.33","1,27,429.09",+77.30%,"1,33,055.38","81,440.98",+63.38%,"52,871.73","33,637.92",+57.18%,47.22,60.09,-21.41%,223.65,210.87,+6.06%,"34,61,805.86","33,95,042.78",+1.97%,"29,60,976.23","29,22,846.15",+1.30%,"2,23,933.15","2,23,933.15",0.00%,"2,76,896.48","2,48,263.49",+11.53%
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,370.10,15.90 Ar,+0.35%,-0.51%,+2.24%,+3.69%,-4.15%,+93.44%,14.24,25.99,2.24,"22,59,199.39","11,32,788.95",+99.44%,"10,92,070.29","5,08,938.04",+114.58%,"3,05,931.09","97,512.44",+213.74%,14.24,9.08,+56.87%,165.48,165.43,+0.03%,"6,31,89,698.61","6,38,58,523.73",-1.05%,"5,60,79,958.95","5,67,50,901.30",-1.18%,"42,96,458.16","42,96,458.16",0.00%,"28,13,281.51","28,11,164.27",+0.08%
MLBLD89,11% Mahalaxmi Debenture 2089,Bond,"1,246.00",0.00,-0.72%,0.00%,-6.82%,-2.11%,+3.83%,+17.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBLPO,Mahalaxmi Bikas Bank Promoter,Development Bank,193.00,1.93 Cr,-1.03%,0.00%,-1.03%,-2.53%,-16.81%,+174.46%,14.24,13.55,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Microcredit,"1,420.00",1.55 Ar,-2.73%,-3.92%,-1.66%,-7.13%,-33.99%,+257.23%,16.22,87.57,10.30,"1,06,723.48","52,188.51",+104.50%,"52,316.92","24,369.65",+114.68%,"8,868.40","4,291.03",+106.67%,16.22,15.69,+3.34%,137.81,133.66,+3.11%,"16,23,779.35","16,02,856.80",+1.31%,"14,73,048.19","14,56,665.59",+1.12%,"1,09,375.00","1,09,375.00",0.00%,"41,356.17","36,816.21",+12.33%
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,Microcredit,"1,880.00",4.09 Ar,-1.00%,-2.59%,-1.05%,-7.34%,-22.31%,+818.07%,37.23,50.50,7.48,"1,77,058.01","6,92,440.73",-74.43%,"88,146.04","2,99,770.28",-70.60%,"20,248.53","84,147.31",-75.94%,37.23,38.68,-3.75%,251.23,238.07,+5.53%,"56,80,107.39","56,66,081.09",+0.25%,"51,33,522.51","51,48,134.75",-0.28%,"2,17,562.50","2,17,562.50",0.00%,"3,29,022.38","3,00,383.85",+9.53%
MMF1,Mega Mutual Fund -1,Mutual Fund,9.08,1.14 Ar,+1.79%,+0.89%,+4.13%,+8.10%,+18.86%,+5.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,Hydro Power,583.00,5.83 Ar,+0.45%,-4.11%,-2.02%,-3.48%,-27.22%,+124.58%,17.13,34.03,5.95,"2,53,261.19","1,47,859.46",+71.29%,"2,27,127.63","1,33,667.34",+69.92%,"85,656.99","60,576.80",+41.40%,17.13,24.23,-29.30%,98.04,95.53,+2.63%,"31,33,998.74","31,56,006.34",-0.70%,"21,53,573.57","22,00,661.36",-2.14%,"10,00,000.00","10,00,000.00",0.00%,"-19,574.83","-44,655.02",-56.16%
MNBBL,Muktinath Bikas Bank,Development Bank,364.80,25.71 Ar,+0.97%,-1.16%,+3.93%,+5.13%,+12.53%,+53.14%,16.80,21.71,2.41,"50,21,542.00","26,27,188.00",+91.14%,"23,72,868.00","11,85,510.00",+100.16%,"6,72,040.00","2,24,774.00",+198.98%,16.80,12.76,+31.68%,151.35,170.02,-10.98%,"13,23,88,260.00","13,17,20,334.00",+0.51%,"12,02,79,549.00","11,97,39,200.00",+0.45%,"80,00,389.00","70,46,938.00",+13.53%,"41,08,321.00","49,34,195.00",-16.74%
MNMF1,Muktinath Mutual Fund 1,Mutual Fund,9.69,1.21 Ar,+2.65%,+3.08%,+6.59%,+11.37%,+7.78%,+2.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPFL,Multipurpose Finance,Finance,630.00,3.84 Ar,+0.80%,-4.11%,-0.33%,+18.62%,-15.66%,+340.84%,2.57,245.33,5.31,"1,26,711.53","64,262.88",+97.18%,"35,870.25","17,691.97",+102.75%,"7,834.74","13,567.70",-42.25%,2.57,8.89,-71.13%,118.58,119.60,-0.85%,"41,96,730.11","39,77,532.97",+5.51%,"34,73,157.80","32,47,753.75",+6.94%,"6,10,200.00","6,10,200.00",0.00%,"1,13,372.31","1,19,579.21",-5.19%
MSHL,Mid Solu Hydropower Limited,Hydro Power,815.20,6.10 Ar,+0.02%,-0.95%,-1.55%,+4.72%,-14.55%,+184.33%,19.94,40.89,6.26,"1,29,929.68","89,738.93",+44.79%,"1,14,778.79","81,829.14",+40.27%,"74,601.02","41,835.43",+78.32%,19.94,22.36,-10.84%,130.14,125.76,+3.48%,"22,06,361.71","21,80,924.39",+1.17%,"12,32,426.87","12,39,755.14",-0.59%,"7,48,400.00","7,48,400.00",0.00%,"2,25,534.85","1,92,769.25",+17.00%
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,315.00",4.86 Ar,-0.23%,-1.70%,+3.46%,+0.34%,-2.40%,-6.51%,36.14,36.39,6.68,"3,94,175.12","1,95,936.37",+101.18%,"2,27,303.12","1,11,373.59",+104.09%,"70,020.86","34,615.42",+102.28%,36.14,37.43,-3.45%,196.86,223.60,-11.96%,"62,17,785.91","60,08,456.96",+3.48%,"54,54,969.37","51,81,305.70",+5.28%,"3,87,494.87","3,69,923.50",+4.75%,"3,75,321.67","4,57,227.76",-17.91%
NABBC,Narayani Development Bank,Development Bank,"1,600.00",4.20 Ar,+1.33%,-10.61%,+13.93%,+103.82%,+117.69%,+627.27%,-19.16,-83.52,55.36,"9,994.11","5,043.52",+98.16%,"-2,318.02","-1,230.15",+88.43%,"-47,347.81","-22,107.03",+114.18%,-19.16,-33.69,-43.14%,28.90,18.80,+53.73%,"6,25,883.23","4,38,729.37",+42.66%,"4,83,011.36","3,89,383.15",+24.05%,"4,94,333.36","2,62,467.60",+88.34%,"-3,51,461.49","-2,13,121.38",+64.91%
NABIL,Nabil Bank,Commercial Banks,495.00,133.93 Ar,-0.20%,-0.86%,+1.64%,+0.64%,+4.58%,-30.52%,29.69,16.67,2.31,"1,92,00,838.00","98,01,139.00",+95.90%,"80,87,288.00","39,01,260.00",+107.30%,"47,59,642.00","17,56,991.00",+170.90%,29.69,25.97,+14.32%,214.49,240.72,-10.90%,"69,70,25,625.00","67,55,23,530.00",+3.18%,"62,82,67,540.00","61,03,91,361.00",+2.93%,"3,20,56,997.00","2,70,56,997.00",+18.48%,"3,67,01,088.00","3,80,75,172.00",-3.61%
NABILD2089,7% Nabil Debenture 2089,Bond,"1,061.30",0.00,+0.08%,+0.12%,-2.09%,-0.72%,-0.72%,-0.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADEP,Nadep Laghubitta Bittiya Sanstha Ltd.,Microcredit,768.00,3.73 Ar,-0.26%,-4.60%,-4.36%,+2.81%,-24.17%,-1.45%,15.52,49.50,4.88,"3,93,210.10","1,84,280.45",+113.38%,"2,13,268.12","90,686.40",+135.17%,"37,686.44","5,768.08",+553.36%,15.52,4.75,+226.68%,157.36,154.24,+2.03%,"68,42,138.79","67,91,773.74",+0.74%,"60,77,725.06","60,42,555.84",+0.58%,"4,85,760.00","4,85,760.00",0.00%,"2,78,653.73","2,63,457.91",+5.77%
NBF2,Nabil Balanced Fund 2,Mutual Fund,9.85,1.10 Ar,+1.76%,+0.10%,+3.58%,+9.69%,+17.64%,+63.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBF3,Nabil Balanced Fund-3,Mutual Fund,9.65,1.21 Ar,-1.23%,+0.31%,+6.04%,+6.98%,+19.96%,+9.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
